text,label
wow baltimore orioles play tomorrow but public allowed baltimoreriots freddiegray thanksobama wakeupamerica,0
scotus dealt blow hillary clintons last campaign promise what she running now corruption lies and deceit,1
will the media ever get real with hillary benghazi clinton,1
took minute realize where this came from,0
its good that after years public service with zero accomplishments hillary finally ready serve the public lolol,1
cant even manage and she wants lol wakeupamerica stophillary,1
hillary for the win,2
just want dog stop eating the trash,0
shes not woman shes politician whyimnotvotingforhillary stophillaryclinton benghazi savetheusa,1
putin the last thing the needs right now another clinton bush the white house were dynasty now jeb,1
least the few mistakes made candidates the campaign arent felonies like the ones makesohhillno,1
there enthusiasm gap lawrence hillarymen,1
this why not voting for hillary,1
woman can president,1
also finally moved today will much easier get around going forward moving,0
just gave unhealthy amount hardearned money away the big govt untrustworthy irs whyimnotvotingforhillary,1
shes the animal shes also sellout ppl that vote for her are sellouts nohillary,1
the democrats are not creating qaeda they are creating nuclear isis think about that,1
why does the shit barometer always rise when republicans speak usa july,1
got got hillary accomplishment shes managed stay out prison despite year crime spree tcot ocra,1
socialmedia not for sociopaths psychopaths you insult people dont know you are the above resign feelthebern,0
today love won and hate was defeated morningjoe unitedblue,0
hey hillary her way buy votes too hillarysoold,1
come iowa for better usa and the row,2
obama climate change bush who blame hillary right wing conspiracy baltimore balitmoreriots,1
love how you pay more attention the democratic candidate than you own republican candidates knowtheenemy,0
how could support was secret nohillary,1
quite obsessed with emails and transparency why did hillary clinton destroy her emails clintonemail,1
that god for global warming melting icebergs never gets prosecuted for her crimes liberals,1
too many women too many countries speak the same language silence hillary clinton hillarycliton hillarywomen,2
obama riding high obamacare lovewins republicans tearing out their hair whatever left next scotus,0
fashion news hillary has new clothing line coming out called flip flops tcot benghazi,1
hillary elected have transition team together smoothly move from racist sexist,1
because against common core common crooks and common lies nohillary stophillaryclinton whyimnotvotingforhillary,1
she will centerhitler,1
hillary clinton for ambassador isis,1
freedomjusticeequalityeducation for innovation and development make happylife utopia,0
wish were benghazi instead those great people chronic liar and power hungry animal,1
gee what busy schedule she had,1
can help cuckold conservatives win more cuckoldry please christie donaldtrump uniteblue,1
proper introduction hillary clinton should begin with five words will the defendant please rise whyimnotvotingforhillary,1
forgive cherylrios her stupid comments about women being president she will blame that time the month anyways,0
thingsyoudontsayasapolitician dont feel ways tired the back the line what difference does make,0
breathe live ignore collectively succumb toxins political ecological unwanton oligards bernie,1
bernie sanders had record crowds madison wis why mention from you guys you talked about trump trump,0
maybe woman should president,2
cant even run and wants president vote for him before,1
kca votejktid rfwheels davidjones rratkinson right mean what the heck arabdonorgroup hillaryemails,1
spoke today nyc wow smart and impressive,2
obama administration lies again knew hillaryemails being private transparency,1
cant even manage and she wants lol wakeupamerica stophillary,1
want america great again whyimnotvotingforhillary,1
cruz perry its the only winwin choice,1
wow shes one talk,1
the guy the benghazi sign has guts loveit nohillary,1
you support you are supporting another term the policies george bush democrats mepolitics,1
hillaryclinton weve all been waiting for your rainbowstriped pantsuit fashionista lovewins,2
because want young american women able proud the woman president,2
clinton foundation collected and spent direct aid they raised and spent direct aid,1
overheard the davenport open house know you from facebook digitalorganizing,1
thank you for adding your list,0
should illegal for employer discriminate against their workers equalityforall,2
she would have have conscious haunted killary marxism,1
you dont have lawyer know the clintons violated ethics rules,1
too far thats just too fucking far baltimoreuprising obama,0
she also voted for the iraq war and was responsible for gathering votes support,1
night sleep tight dont let hillary bite says nightmares all say,1
why hillary lying again about something news worthy whats news worthy she doesnt lie about something,1
great that attended clementapinckney funeral today,2
problem with libertarian its not even decreed party house devided against itself will not stand think this news,0
hillary killing far the trail shes finally showing her personal side and think will benefit her profoundly,2
glad that you will now slice all round,1
use your brain keep hillary out the white houseclinton,1
they know theyre going lose hrc they keep trying,2
bodycam every cop private servers for cabinet secretaries,0
you know what would really piss off runs against her lmao wakeupamerica longer,1
really need new shirt come meeting some people the brewery same night bernie meetup there,2
here teddy boythe world getting hotter its called global warming youre such putz,0
are yall texastech redraiders ready for marcorubio ttu texastechuniversity rubio texas,1
and abedins penumbra the muslim brotherhood her connection incontrovertible humaabedin,1
folks this what happens when liberals are control all hell breaks loose had enough yet,1
missouri got chelsea caus hils cost too much chels could arrive mom xtra charge,1
lovepeace and peaceful coexistence all violence and terrorism,0
thinking hillary throws chelsea under the bus end foundation firestorm clintoncash thegreatergood election,1
like tweeted you way back when aca software can fixed but gop strategic mistake repeal cant fixed,1
shocked she didnt burst into flames wakeupamerica makeamericagreatagain,1
its official every single gop member now candidate for potus who needs leadership when you have soapbox,1
technically president with raging hormones could refer estrogen testosterone anabolic steroids iblamepublicschools,1
years ago hillary never answered whether she used private email liberal media passed reporting,1
americadeadbrokeslowly slowly china wants the yuan replace the dollar the worlds new global currency,0
dreamt about hilary clinton last night does this mean her plans control and take over the world are coming true,1
desperate what hillary tweet timeline day not gon na vote,1
its time that move from good words good works from sound bites sound solutions hillary clinton hillaryclinton,2
tht will never erase their support doma silence lgbt lgbtq rights until politically aventageous,1
operating shredder now way more adept using that wakeupamerica tcot ohhillno,1
shes very formidable shes very competent person,1
remember back when crackerbarrel gave politicalcorrectness over duckdynasty wakeup nascar its late tcot,0
thank you sir its honor hear usa for life spread this for rememberbenghazi,0
hillarys campaign raised million all donations were less this record beating obamas record,1
why there outrage about all the smoke mirrors this candidate are you hiding hill spillhill,1
everyday americans and their families need champion and hillary will that champion,2
vote definitely for hillary dont want bushs dumb ass dont want trump either hillaryclinton,2
and why are major media outlets not exposing hillarys blatant flip flopping this issue,1
literally the greatest video have ever seen,2
yes you make proud socialism the answer which leads communism will succeed,0
love bern but its not his time,1
the spatula seems appropriate given that can used easily flip positions the heat gets high,1
support bernie account usa needs new direction but loses primary ill support hillary clinton sanders,1
huge cheer for universal child care and early childhood education,0
the contrary happy she will win enjoy seeing liberal cities burn,2
stop promoting she liar just like her impeached husband wakeupamerica,1
that why she and take that saudi money saudicables saudicables clinton,1
wtf this just keeps getting crazier,0
white middleaged men did pretty good job leading this country for yrs racist sexist realist,1
love good sale money well spent birds with stone lovewins,0
yes community policing answer rebuilding trust our communities between law enforcement and the people they serve,0
cant even manage and she wants lol wakeupamerica stophillary,1
did your rich saudi donors who execute gays join the team hypocrite wakeupamerica,1
stump speech the stump the park attendance mandatory,0
says the millionaire politician who accepts from countries that execute gays hypocrite wakeupamerica,1
yes can and will,2
low key would interesting have female president,2
emails missing and incomplete whod thunk above the law and the rest you peons just trust,1
love joe and berniebut they are too oldthey would end oneterm president,1
hillary our best choice truly want continue being progressive nation ohio,2
fixing americas political system getting rid unaccountable money and protecting the country,0
before leaving dads took the liberty framing and put the pictures has meeting hillary and bill clinton,2
how times have changed has focused his attacks not,0
offensive when the mexican flag flies soil california state capital lovewins univision foxnews donaldtrump,1
think the main problem having your foot your mouth the first place,0
liberty depends you being free too president obama,0
haha love your header,0
run for office this will original logo libertynothillary hillno tcot uniteblue,1
guarantee hillary could care less about black rights obama did blacks wouldnt the same predicament still,1
eric holder making figures the financial industry protected from prosecution yet why libs love ers,1
all americans have value our society its called vote liberallogic internationaljokeday,1
how many poor kids could billion feed,0
why hrc popular this deceptive socialist accomplished nothing only wife impeached president who enabled ubl,1
name change its longer hrc its now hillary uranium benghazi clinton take note,1
need reestablish global system dominated love and affection have moralhumane,2
always joke about anything political were serious end offending people and not realize,0
hillary flew private jet speak speak about income equality dinner plates were equalityforall pjnet ccot,1
wont there supporting for president lgbtrights acaworks,2
those that also have brain will voting against hillary,1
fantastic emmet county dem meeting tonight estherville glad meet some supporters,2
you could never dream intelligent she,2
birthday july anyone needs gift idea chillaryclinton,1
thank you much for rts and favs eloisa and thomas wakeupamerica,0
cant even manage and she wants lol,1
lets shatter the glass ceiling vadems,0
agree these are better than what you had before like severe cold better than pneumonia good luck,0
hillary needs sheetz gas station after see the real america,1
hilliary provided all work related emails state dept there are work related emails you didnt provide hillaredacted,1
want the first female competent,1
want back time when men and women couldnt appear the same yearbook each other old school,0
sorry hillarys new normal folk image doesnt take away from behgnazi her foreign policy successes secretary state,1
the only intelligent choice for usa hillary clintonyou can not afford stay home you must vote and vote uniteblue,2
facts confirm what knew used server prevent emails from becoming public records like obama transparency,1
yawnzzzzzzzzzzzzzz could keep the going for the full amt tweet characters but you get the point,1
tweetpotus candidates guncontrol read articleesp jebbush make gunviolence worse gunsen,1
you have proven your dishonesty once again flip flopping this issue people know you were opposed before,1
love for some reporter ask sec clinton will returning the white house china elected did already hock,1
and the working american tax payer keeps paying for the unethical liberals who want destroy this great country ours,1
cant even manage and she wants lol stophillary,1
you cant fix stupid might not able vote them out either,0
made careless mistake she deliberately broke many laws still lies about,1
shes too old understand the internetthat she can fact checked,1
the whole world supporting you,2
tolerance its best say not,0
hahahaha how much are you going charge them nohillary,1
results matter may feel less safe but that mental health issues obamas watch,1
the edge seat start volunteering for presidential campaign excited cantwait,2
come visit the jefferson county fair representative curt hanson will tell joke and ill tell story about why vote,0
there govt restart button someone needs push that thing rememberbenghazi patriotswillrise,0
obamacare stays and the confederate flag goes you guys have had quite the shitty week havent you,0
just hoping dont have resurrect the for hillarys second term,1
well strung what should happed the next time these hillaryloving ass douches encounter some trees redeye,1
love one our biggest donors saudi arabia they support womens rights completely goteam,1
since snl aint that funny anymore please run for president even just for the hilarious debates between you,1
hillary must have been the navy yard under sniper fire,1
hahahaha combed through emails bunch scumbags nohillary,1
join the twitter movement fav for mention follow back,0
cant even manage and she wants lol wakeupamerica stophillary,1
stop raising taxes and let people keep more their wages libertynothillary standwithrand,1
thats why they still have voting rights,0
christie you cant claim bridgegate wasnt your fault when you were the man behind the wheel gop teaparty tcot dem,1
agree put back but have feeling wont away will keep coming back,1
years old and care about politics and elections feel like years old,0
volunteer with your local campaign this weekend help build team hillary march bethesda,2
hillary most likely felon many times over but has been protected the political class,1
very simple the clintons are corrupt,1
gwen being good leader and training new volunteer rock hill fellowssc hillaryforsc,2
think its funny people think bernie can take hillary and bill,2
hillary can not win heres hoping the dems offer real candidate like warren warren,1
yeah shes real forward thinker lol makeamericagreatagain whyimnotvotingforhillary,1
why not they lie about everything else even when confronted with the truth freeallfour,1
hilly barrys bloody benghazi bamboozle hillaryicecreamflavors tcot wakeupamerica,1
thedonald cant keep beauty pageant afloat and wants the president hell,1
madam president clinton you have all the gays vote jarrid,2
support encourage hillaryclinton president unitedstates world success women world,2
this friday officially political incorrectness day all day say whatever you want and offend everyone yay tcot,0
leftest hippocratic domecrats wont vote for finelady michellbachmann but will vote for emailscandal benghazi killary,1
million bogus followers twitter whyimnotvotingforhillary,1
since trickle down economics has failed when was the last time poor person created jobs,1
you cant dazzle them with brilliance baffle them with bullshit hillaryclinton libstardsareidiots,1
loving the new colorful profile pic loveit,2
everydaysexism only may say what sexism the rest yall shut,0
name rebecca and grandmother immigrated sunnybrook farm,0
now that hillary raising money like incumbent president can stop pretending that she wont the nominee,1
ive made decision the shock one probably who supporting,0
first scotus reaffirms obamacare then legalize gay marriage your world crumbling,0
going apply for the intern job,0
cant wait get yaaashillary shirt,2
compassion the new frontier hillary will where shes never gone before shell need village committee,1
you can run but you cat hide clintonfoundationscandal clintoncash emailgate,1
the whole world supporting you,2
congratulations entering the race for president you have the support jews all over the world,2
chipotle employees shouldnt complain hillary left nothing the tip jar theyre lucky she didnt dip and help herself,1
benghazi wait did say thank god voters sry meant thank goodness offense intended tcot,1
anytime liberal throws around words like truth reality you know theyre about lie,0
call bill presidentthe first man president the man lol imreadyforhillary,2
the only thing that would pay money for hear hillary clinton say quit and guilty that would worth millions,1
crazy think next for the oval office either going hillary republican,1
cant even manage and she wants lol wakeupamerica stophillary,1
hate hillary clinton and obama please die together thrown into the ocean get ripped into prices sharks,1
what bernie has done work for decades behalf the american people not the corporatocracy who own corrupted,1
had more twitter followers then all four major republican candidates bush rubio paul cruz combined,2
she bad worse possibly than obama and she will continue break laws she invincible,1
here are thoughts the ruling keep your archaic nonscience based beliefs out the laws our secular nation,0
hillarys doing the right thing staying focus her campaign,2
ask hillaryclinton stop lying about benghazi clintonfoundation ties terrorist muslim isis,1
are yall utep ready for marcorubio miners ladyminers universityoftexaselpaso rubio new,0
welcome twitterproud uniteblue waronwomen worldpeace tngov socialjustice alllivesmatter unity,0
breaking news hillary trades campaign bus for broomstick,1
follow you stand against hillary,1
inaugural tweet from our new account,1
was asked help with her campaign gladly excitedly accepted,2
how can expect make good financial decisions for the cant manage own multimillion salary not broke,1
over the river and through the woods and with hill yass hillaryclinton hillary,1
one can only hope,0
clinton foundation keep accepting bribes from foreign governments whyimnotvotingforhillary,1
kind scares that there are still thousands emails that have not been released from hillarys private emails,1
didnt realize paytoplaydiplomacy was such big hit,1
your treatment the press amb stevens fam and the intel the american ppl enough send you jail,1
great day emmetsburg meeting with hillaryclinton supporters and learning more about important issues palo alto county,1
wonderwoman movie themuppets show starwarsvii marriageequaility obama guess can leave social media now wait,0
why this woman like teflon she has committed enuf egregious crimes she should superglued the dang wall,1
you flipflopped the gay marriage issue must more votes available with your current view,1
notice that you didnt condemn the lawless actions the rioters,1
only sexist fuk world would question the qualifications former secretary state,2
need stop emailing love you but need space stillvotingforyou,2
the people came see hear hillary not the press obstructing their view,1
does have any grasp reality need more than characters address someone naive this man,0
thank you much for and fav wakeupamerica rubio cruz,1
perfect definition jibberish uniteblue,0
bet that thee best choice for president shes the next best one for the people vote,2
apparently putting cocaine someones butthole and then waiting for them fart your face the wrong way get high,0
hear the peter gunn theme shes going kick some serious gop ass,1
getting another bumper sticker because lovewins and just wasnt enough,2
think going vote for monica lewinskys boyfriends wife,2
stand the right side,2
hillary took hypocriticaloath with vow harm all that cross her are you readyforhillary gop,1
shes got the blacklivesmatter vote even talking them most blacks are brainwashed,1
lets hope the voters remember hillno,1
will otherwise were guaranteed gop control all branches,1
save intern keep bill hillary out the white house,1
insurgent what will happen hillary becomes dictator chief,1
you think hillary isnt taking foreign money from muslim brotherhood you probably favor obama chief justice,1
marriage equality constitutional right woot hrc hillaryclinton readyforhillary vote hillaryfor mpotus,2
awesome video vote for chelseas mom,2
not good when only defends you your big mouth giant ego are your downfall stupidisasstupiddoes,1
bernie hillary prefer bernie but hillary fine either way dems got ta stand together feelthebern,2
wasnt the original scoobyvan also full unemployed hippies stupid dog who lived meddle other peoples business,1
was that awkwardness awfulness think the latter,1
berniesanders running for president dont the democrats already have one really old guy running,1
hillaryspeak campaign rhetoric going the death,1
super out touch and stupid please away nycpride nyc,1
putin nothingmoreamericanthan voting for politician lead the country when she cant even handle email think,1
how many men are getting their dicks sucked daily congress etc and one gives shit,0
fine they can leave usa never come back oip cruz,1
high hashtags right now cant help myself mypresident,0
agree with her previous stance and sure she still believes what was said before,1
love bernie because aint,0
without the blacks and minority voters wont happen,0
never vote for for the survival our country lovewins,0
sos obama who are you joking stopdilma stoplula stopforodesaopaulo,0
bet leslie knope would happy about,2
end lawless clintonfoundation jail butcher benghazi arrest rapist billclinton hillaryclinton,1
youre idiot you vote for hillary her and obama are the epitome whats wrong with this country benghazi,1
her name rio and she dances the sanaaaaand whoooo tcot,1
especially the paid union lackies who have idea why their there propaganda machine spinning overtime,1
least has platform,0
still rather have aaron hernandez president than hillary,1
dont want appointed ambassador post,0
lovewins the day get hillary gear yaaas pride,2
thanks keep sending the clowns makes this upcoming election very entertaining latinos rock,0
hillarys campaign events are scripted dog pony shows designed shelter her from vetting the coronation,1
down help for election,2
what her emails they released the rest all very boring,1
casually hangin with conference call while taking break acuhoi,2
pretty sure youre gon na lose out lot hypocritical christian votes pretending care about lgbt,1
dick morris fundamentally corrupt should know copolitics wcs,1
ive been doing reading and have say wildly impressed hillary clinton,2
get out state you bum uniteblue,0
those arent pantsuits they are camouflage outfits carefully tailored minimize silhouette think stealthsuitsvery high tech,1
will pick for mark tweet unstoppableticket elizabethwarren,2
love the smell hillary the morning smells like republican victory tedcruz marcorubio,1
lied about the cost the gala she was fined for but were theyd jail unfit for office,1
think ill take over now and that scary say badchristianvalues,0
the kind gov that liberals promise you can only achieved and sustained with conservative government heatwave tcot,1
what and doesnt resonate with minority and black voters,0
would you wan na long term relationship with some bitch that hides her emails lies your face then dontvote,1
serious trump runs youll get trump tattoo calling the donald,0
whats the ambient temperature hell today use that guide,1
black presidenthealthcare all marriage equalitywhats nexta woman presidentdamn right scotus marriageequality,2
hillary for prez obamas third term and thats the last thing need,1
broke dead broke elitist nauseating get behind the rope hateful arrogant ideologue someone else add,1
youre the best your side has offer have nothing worry about slick,0
excited hear speak here hanover hillaryinnh,2
will not let our enemies take advantage like obama doing hillary will newamericancentury,1
hillary clinton keeps sending emails and when try unsubscribe get error message this cancer,1
people that are surprising trump fiorina why cause theyre being honest wwhat they think obama built that,0
take that marco rubio can not pander the latino vote while pushing policies that hurt the community most,0
hillary will get past the primaries cause dem voters dont think she can any wrong but she will beat november,1
bill clinton just wants the first dude president and bang one,0
who corpuschristi ready for marcorubio hooks texas keeptexasred gop tea,1
always aim highwork hard care deeply about what believe inwhen stumble keep faith hillary clinton,2
heaven forbid anyone invade the space the queen lies,1
did randpaul take donations from whitesupremacy group after shaking hands with black leaders blacklivesmatter gop,0
much poll numbers have jumped still have hillary winning the dem nomination,2
thanks for the follow may god bless you and your family freeallfour,1
saudi arabia imprisons flogs rape victims womens champion has accepted millions from saudi govt tcot,1
hillary wins the election theres chance might move australia hillarypres,1
pundits say jim webb facing uphill battle with hillary really its with bernie for the antihillary vote jimwebb,1
not qualified eats snacks corruption bridgegate big fat bully,1
stophillary there was woman with integrity and honesty would vote for such woman president,1
when all you brave patriots stop hillary who you going replace her with jeb bush lol losers,2
cant even manage and she wants lol,1
apple and walmart made china why does our country continue sell out china every way possible applemusic,0
sen kaine dva scotusmarriage what great victory,0
cant even manage and she wants lol wakeupamerica stophillary,1
democrats are red obama communist true patriot stop hillary tcot,1
the only honest voice the and that should scare the shit out everyone,1
because communist breadlines are not thing nohillary whyimnotvotingforhillary,1
wheres the campaign store the real question ready buy some hillary gear,2
were believe that santa hairstylist okay you often need code for that lies,0
federal govt social spending budget federal govt defense spending budget something definitely wrong here,0
didnt realize bob dole was mentioned tupacs how want yesterdaysleaders,0
dont care for fiorina but seems she taking the sexist gut punches the media msm,0
dude why cant hillary run fax machine,1
hillaryclinton has yet release donors public deserves disclosure scandals lies clintons,1
that woman corrupt she cant even have truthful thought,1
just think how many emails hillary clinton can delete with todays leapsecond,1
yaaas hillary wins best dressed here the merrimack july parade hillaryfornh,1
one hillary clintons biggest idols margaret sanger who called for the extermination colored people,1
whos ready for day action know fellowssc,0
dad told hes voting for hillary proud lol,2
human rights are womens rights and womens rights are human rights hillary clinton,2
hillary stop pretending you were supporting the lgbt people when you opposed them until you are lying conniving human,1
not all think the statute limitations has expired plus can always have driver ala,0
afterall theyre just poor black family trying pay the bills whyimnotvotingforhillary tcot,1
hillary had just enough time doctor her email inbox her advantage before releasing them hahaha justkidding,1
course silent that insures she doesnt have stand anything less chance offending voters,1
everyone elpaso texas ready for president marcorubio utep newamericancentury future rub,1
have troll morningjoe unitedblue,0
least didnt lose embassy cover murder burn govt emails,1
course was shell handled every step the way they cant risk her unscripted,1
nothing says every woman like democrat staffers machine shop iowa right notreadyforhillary,1
whoever now let known that support for marcorubio never sleeps promote the newamericancentury texas,1
days until can register vote year days until election day rockthevote democrats everyvotecounts,2
win with the blacks put some your focus the racial tension between blacks and whites,1
portuguese and support your campaign best luck the world need person and women like you usa,2
hillary cant use fucking fax machine but you idiots are going vote for her president,1
askpotus would you fire the gop congress for not doing their job you could gopfail,1
hillarydebatequestion you profess admiration for margaretsanger who wanted rid the country negros explain please,1
voting the democrat primary this yearto support,1
hillary clinton makes nixon look like amateur schoolboy clintoncash clintonfoundation clinton,1
thank you much for the follow and the fav jeane gods best you wakeupamerica,0
hillarys still very weak among grassroots shown how strong berniesanders got how fast how little,1
that doesnt leave much talk about then does,0
hahaha some kind special this why hillarys going win hahaha,2
thanks much for this article,0
where are these emails coming from didnt already say the server was erased lies,1
opening more offices iowa this week shes not playing around iacaucus,1
voteforhillary isnt racist leader who demands equalityforall,2
lol that one the funniest things ive heard while,0
norman hsu illegally donated there evidence worked for china white house for sale,1
said alllivesmatter just like she said marriage was between man and woman giver her few more years,1
thank you for rts wakeupamerica dumpboehner ditchmitch,0
going great year rush limbaughs contract over and will dropped many liberal victory stoprush,0
late hillaryclinton opposed marriage equality,1
the whole world supporting you,2
sexy daddy obama had two wins this week happy for him democrats,0
excited working with some great fellowssc this summer theyre some pretty great people that are fired for letsgo,0
get that book yea,0
actually she should disqualified from runninghow many scams and ethics problems now,1
gov chafee why are you trying make fetch happen its not going happen,0
hillary has been lying for long that her first fib was morse code hillno,1
thanks for the follow thehrcsupervols for,0
hillaryclinton hiring monsanto lawyers help her become president the next president shouldnt aided monsanto,1
this why rand paul will never potus baltimoreuprising,0
just defending girl hillary,2
ready because one day girls will say want president too readyforhillary haiku,1
marijuana marijuaage equality coincidence think not,0
dont you someday want see well qualified candidate the president the united states reflectinghillary,2
another hillary supporter committed caucus tonight one more step the way winning the iowa caucus,2
better place now that got some coffee now time grow these grassroots sctweets,0
the top and has spent her whole career growing government keeping the deck stacked libertynothillary,1
all the more reason vote democrat acaworks getmoneyout restorethevra bernie waronpoverty,2
can anyone name the jobs hillaryclinton has been responsible for creating even her security entitlement,1
think our country ready for female pres cant ever hillary,1
hillary transparent brick wall libertynothillary,1
are you kidding meleave her focus issuesthe next prez,2
agree need woman like hillary that can help this country get nursed back together,2
hillarys new campaign slogan hillary nothing hide except the truth tcot ccot,1
wondering what the next idiotic gop smear against will its coming for sure just dont know details yet,2
secret clinton docs gee what surprise,1
bill clinton decided against taking out bin laden and got september,1
freedomjusticeequalityeducation for innovation and development make happylife utopia,2
this not her first time the rodeo doesnt care who likes her not this woman mission tough,2
welcome little sister love you,0
very excited hear sen klobuchar speak today,0
the koolaid drinking leftanistas continue close ranks with support for madame secretary wtf hillary fraud full lies,1
open mouth reveal heartmargaret sangerarchitect for black genocide hillarysowhite,1
thanks for amazing noms for canvassing fitn,2
how anyone can believe single word that comes out that womans mouth beyond,1
mom just told she and aunt want volunteer campaign support,2
having really tough time seeing any leaders running for potus quess will have wait and see what happens,0
looking forward cuba expanding major exports pick trucks converted into rafts exciting tcot,1
support independent berniesanders because hes not liar potus libcrib democrats tlot republicans wakeupamerica,1
